Post ID,Access Restriction Type,Post Update Timestamp,Image 1 Name,Image 1 Height In Pixels,Image 1 Preview Coordinates,Image 1 Width In Pixels,Image 2 Name,Image 2 Height In Pixels,Image 2 Preview Coordinates,Image 2 Width In Pixels,Image 3 Name,Image 3 Height In Pixels,Image 3 Preview Coordinates,Image 3 Width In Pixels,Image 4 Name,Image 4 Height In Pixels,Image 4 Preview Coordinates,Image 4 Width In Pixels,Image 5 Name,Image 5 Height In Pixels,Image 5 Preview Coordinates,Image 5 Width In Pixels,Post Create Timestamp,Post Publish Timestamp,Post Type,Shared Video 1 ID,Post Text
UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL,Everyone,2024-04-16T17:32:52.843473+00:00,UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL_image_1,710,0.231264 0 0.768736 1,1321,UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL_image_2,1620,0.125 0 0.875 1,2160,UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL_image_3,1080,0.21875 0 0.78125 1,1920,UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL_image_4,1080,0.21875 0 0.78125 1,1920,UgkxWb0ebheMEP_J_6Z6BkZ87fOGyIo4pUPL_image_5,1080,0.21875 0 0.78125 1,1920,2024-04-16T17:32:17.814245+00:00,2024-04-16T17:32:17.814245+00:00,Image,,"{""text"":""Federal ACP benefits are ending. In Illinois state, ACP benefits give qualified residents access to a laptop for about $11/USD out of pocket. Incidentally, an email about the loss of ACP benefits was sent out to me over email the day a family member sent me a check with enough to get a proper laptop again (not at the start of April). The Don Lemon Show interview with Elon Musk contained many personal digs at me including a reference to my late mother's doctoral thesis. This is very clearly not a coincidence to me. The settings app on my \""darkweb ipad\"" also started flagging my account to update my phone number yesterday (which I will lose after ACP benefits end). Other government assistance is hard to maintain because of a recent ban of my email which includes a dash/hyphen character. This wreaks of voter suppression type activities by the Republicans. I have to go out of my way on a two hour public transit trip each way to go to the DHS office in person in Chicago. FUCK TRUMP-MUSK! I find some comfort in knowing that these men are going to hell when they die.""}"
Ugkx3syTQQ3k1bZaDPXNnaZ0HYrV0fBzX-ac,Everyone,2024-03-30T20:37:03.767808+00:00,Ugkx3syTQQ3k1bZaDPXNnaZ0HYrV0fBzX-ac_image_1,720,0.236457 0 0.763543 1,1366,Ugkx3syTQQ3k1bZaDPXNnaZ0HYrV0fBzX-ac_image_2,960,0 0.25 1 0.75,480,Ugkx3syTQQ3k1bZaDPXNnaZ0HYrV0fBzX-ac_image_3,960,0 0.25 1 0.75,480,Ugkx3syTQQ3k1bZaDPXNnaZ0HYrV0fBzX-ac_image_4,960,0 0.25 1 0.75,480,,,,,2024-03-30T20:37:03.767808+00:00,2024-03-30T20:37:03.767808+00:00,Image,,"{""text"":""Is the first verified Youtube Studio image a sign that my federal government has classified me into obscurity as I did not want for my data here: ""},{""text"":""https://github.com/maxieds/public-file-stashes?"",""link"":{""linkUrl"":""https://github.com/maxieds/public-file-stashes""}},{""text"":"" We have feds and hackers working at/near me in South Shore of Chicago (where Michelle Obama is from). The verified green check mark is what concerns me. It also appears on my recent Github/maxieds commits after this information became very public: ""},{""text"":""https://github.com/maxieds/public-file-stashes/blob/main/ipad-darkweb-analytics-logs/new-year-2024-rhymes-with-hey-lon_contd_v3/README.md"",""link"":{""linkUrl"":""https://github.com/maxieds/public-file-stashes/blob/main/ipad-darkweb-analytics-logs/new-year-2024-rhymes-with-hey-lon_contd_v3/README.md""}},{""text"":"". Github has done stuff like that to me before after filing FBI tip reports in Atlanta: ""},{""text"":""https://github.com/maxieds/InMemoryOfCrazyPrePandemicFlorida"",""link"":{""linkUrl"":""https://github.com/maxieds/InMemoryOfCrazyPrePandemicFlorida""}},{""text"":"". The counts surely must have a NYC/Trumpian scaling factor as in a New York minute or x1000$/USD. This is obvious to me because another network connection showed 1M+ views of some of the Stormy Daniels videos I posted the week Snoop came to the library in support of Cali weed... I expect the Off the Hook guys to crap a big brick of gold (so to speak) this week about the idea that your government can disappear or classify or validate (like chimerax usage) civillians personal public and social media posts online. Perhaps Google did this for little space shits like Anthony/X this election year? \n\nI need to post some annotation comments on the Youtube video of Don Lemon interviewing Elon Musk. His remarks are almost all jagged and personal towards me with references to even my late mom's doctoral thesis from the 1980's. The link to the Github comments about the Twitter/Trump DMs above may have been why he lost his s-it? We also need to talk more about Gremlins in Chicago and stolen (now black market) classified technology from Washington DC (from the Pentagon, it would seem :() during the January 6, 2021 insurrection at our USA (not US) capitol during President Biden's inauguration. I do not have the energy for that today. I think our military was pretty pissed off at Trump's father for Gremlins in New York in the 1970's. One of his actress daugters and a better looking copy of Elon Musk holding Gizmo (original Grimm's Fairytales translation into English: I'm going to eat you!) is in the Gremlins's NY, NY clip on one of my playlists. \n\nHave a great rest of the holiday weekend! Come to Chicago to honor our efforts to fuck Trump this election year :)""}"
UgkxTN9VGgKkPswHdPXyya_jdxGmRXrJRny4,Everyone,2024-03-21T21:06:15.51072+00:00,,,,,,,,,,,,,,,,,,,,,2024-03-21T21:06:15.51072+00:00,2024-03-21T21:06:15.51072+00:00,Text,,"{""text"":""For the second time since moving to Chicago, the tinted Tesla windows on the Red Line subway made me look like one of the pre-humanoid aliens advertised on the History Channel. The next time it happens, I will document it with a picture. I interpret this not as an aggrandized salute for me to sit around and feel proud of, but instead as an invalidation of my existence in the same sense as Paypal/Twitter/GooglePlayStore (or chimerax) verifying my existence on this planet. These people are neo-nazis.""}"
UgkxPWUTZlHNt-tp91O_4G2jLLt-ohSnzx76,Everyone,2024-02-27T21:04:55.605257+00:00,UgkxPWUTZlHNt-tp91O_4G2jLLt-ohSnzx76_image,1080,0.21875 0 0.78125 1,1920,,,,,,,,,,,,,,,,,2024-02-27T21:04:55.605257+00:00,2024-02-27T21:04:55.605257+00:00,Image,,"{""text"":""HINT: It's about test results for viral antibodies I had to get done within the last month. This is the type of psychopath/sociopath who gets a debilitating disease and wants nothing more than to give it to everyone (in LA, in Hollywood, Hell, etcetera). Stormey Daniels was bribed for a different set of reasons involving his penis. It's all about his fallice. Pound (HASH-TAG-MARK) on his peni, pound on his peni, pound, pound on their penis! See my playlists for details.""}"
UgkxnPvJxGn61rqsR7NZ2cFRMtMRqCsIeFRr,Everyone,2024-02-26T18:35:33.080922+00:00,UgkxnPvJxGn61rqsR7NZ2cFRMtMRqCsIeFRr_image_1,634,0.169792 0 0.830208 1,960,UgkxnPvJxGn61rqsR7NZ2cFRMtMRqCsIeFRr_image_2,1334,0.1665 0 0.8335 1,2000,UgkxnPvJxGn61rqsR7NZ2cFRMtMRqCsIeFRr_image_3,619,0.218636 0 0.781364 1,1100,UgkxnPvJxGn61rqsR7NZ2cFRMtMRqCsIeFRr_image_4,797,0.167917 0 0.832083 1,1200,,,,,2024-02-26T18:35:33.080922+00:00,2024-02-26T18:35:33.080922+00:00,Image,,"{""text"":""Anyone else know what this means? My quote inside information is something I was never given the option to opt-into.""}"
UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp,Everyone,2024-02-23T17:04:38.220584+00:00,UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp_image_1,2448,0.125 0 0.875 1,3264,UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp_image_2,1944,0.125 0 0.875 1,2592,UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp_image_3,960,0 0.25 1 0.75,480,UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp_image_4,960,0 0.25 1 0.75,480,UgkxLIE8n7AvhDxK8P99awz7_jMw_raSrfkp_image_5,960,0 0.25 1 0.75,480,2024-02-23T17:04:38.220584+00:00,2024-02-23T17:04:38.220584+00:00,Image,,"{""text"":""Jesus Christ had a pet turkey? Fining and intimidating innocent people for feeding Jesus' family in New York and Chicago where Trump has his towers? YES! This is the age we live in! Scroll through to view all the images, including Trump on the cover of WSJ last year.""}"
UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI,Everyone,2023-12-23T20:06:07.799632+00:00,UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI_image_1,720,0.236457 0 0.763543 1,1366,UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI_image_2,720,0.236457 0 0.763543 1,1366,UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI_image_3,720,0.236457 0 0.763543 1,1366,UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI_image_4,704,0.2184 0 0.7816 1,1250,UgkxfAABq2UfKLpjuMchx-rEXQa_GU889CUI_image_5,704,0.0475578 0 0.952442 1,778,2023-12-23T20:06:07.799632+00:00,2023-12-23T20:06:07.799632+00:00,Image,,"{""text"":""More good information to follow soon. Liz Cheney closed many X-Files and took me off Adderall for about two months over the ChimeraX on Github/maxieds:\n\n(1) ""},{""text"":""https://github.com/maxieds/public-file-stashes/tree/chimerax-datamine-apkzips"",""link"":{""linkUrl"":""https://github.com/maxieds/public-file-stashes/tree/chimerax-datamine-apkzips""}},{""text"":""\n(2) ""},{""text"":""https://github.com/maxieds/public-file-stashes/tree/markdown-drafts"",""link"":{""linkUrl"":""https://github.com/maxieds/public-file-stashes/tree/markdown-drafts""}},{""text"":""\n\nThe Republicans (and Aristocracy from Hell, Yellowstone proper, like her) need to cover their asses big (big big) time before this blows up in their faces bigger than they can fix. I am useless off this drug with narcolepsy. They know this (erm). I am being encouraged to stay away from CRIMINAL court in Chicago. Trump is a neo-Nazi (see the accurate WSJ newspaper cover taken in DC this month - shockingly Hitler/Nazi-eqsue). \n\nThanks Uncle Kevin! Merry Christmas! Happy New Year 2024!""}"
UgkxoH7t1zH0r03LcR79JKTooBL7W_swN2DH,Everyone,2023-11-30T20:17:14.614355+00:00,UgkxoH7t1zH0r03LcR79JKTooBL7W_swN2DH_image_1,720,0.236457 0 0.763543 1,1366,UgkxoH7t1zH0r03LcR79JKTooBL7W_swN2DH_image_2,720,0.236457 0 0.763543 1,1366,UgkxoH7t1zH0r03LcR79JKTooBL7W_swN2DH_image_3,720,0.236457 0 0.763543 1,1366,,,,,,,,,2023-11-30T20:17:14.614355+00:00,2023-11-30T20:17:14.614355+00:00,Image,,"{""text"":""Nothing is that surprising anymore. It's the usual circus and anti-clever pseudo-intellectual antics we should expect with a reality TV star, sexual predator and brutal genocidal murder on trial for a few of his most recent misdeeds on this Earth. How many people can distinguish the difference?""}"
UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9,Everyone,2023-11-29T21:11:03.86503+00:00,UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9_image_1,2448,0.125 0 0.875 1,3264,UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9_image_2,2448,0.125 0 0.875 1,3264,UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9_image_3,2448,0.125 0 0.875 1,3264,UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9_image_4,2448,0.125 0 0.875 1,3264,UgkxcmQu1cZf4wqnT6UsOUMZeybl2D4CCOn9_image_5,642,0.186523 0 0.813477 1,1024,2023-11-29T21:11:03.86503+00:00,2023-11-29T21:11:03.86503+00:00,Image,,"{""text"":""I saw the same swastika style marking on the forehead of President Joe Biden while making a trip to meet with my lawyers the day before Thanksgiving (11/23/2023 - my late mom's birthday) last week in Chicago. The first anti-Semitic images were put up near the shelter I stayed at within a few weeks of my arrival into Chicago in April/May of 2023 (recall, I left Florida on a flight through Atlanta getting into the custody of UNICEF in a wheel chair). I was unable to go out to get groceries that day due to re-routing and closures of the CTA/Red Line subway system over apparent violent threats to passengers. When I walked back to the bus stop to go home instead, I encountered (not unsurprisingly) a protest of a few Middle Eastern men with signs (Fuck Biden image) and loud rap music blaring: \""Free, free Palestine!\"" I honestly wonder if this was because of the videos and files (github/maxieds/public-file-stashes - see non-main branches) I posted that week, or otherwise because I have finally gotten in touch with much needed legal resources in Chicago. The last time I came close to getting legal advice on my since badly broken and hacked AndroidGo phone, a bomb threat was called into the Chicago Public Library where I had reserved a private space to make the phone calls. \n\nI have supported the Ukraine with messages in the pull requests to github/emsec/ChameleonMini for the DESFire emulation support. The day after I did that for the first time in 2022, a Russian oligarch was featured on CNN on my ROKU television feed wanting to know (as in directing the question at me) if I knew what the war in Ukraine was really about. Genocide and ant-Semitism (hate groups and speech, in general) are unacceptable across the board - no question. China backed the special operations mission into South America last year and they are known allies of Asian nations. I have speculated for a while that the distinctly anti-Russia rhetoric of the war in Ukraine is what was needed to get this topic into mainstream coverage in the pro-Trump (state media) dominated news in the US/USA. The same style of hate symbolism used on both Putin and Biden's images this year (2023) suggest that my intuition is correct here. \n\nThe NPR and CNN/Fareed-GPS podcasts the last month or two have led to my observable annoyance listening to Iranian hate artists go on about their toils and support making individuals social pariahs over being so-termed \""self-hating Jews\"" (F-UCK you, Jasper/Jafar, and the G-dDamn accent, man!) If you listen carefully to these pleas that somehow make it into mainstream news coverage in the USA without discussion or summary from anchors, what they are saying is intended to confuse. Yet another example of the Fox News style assault on listeners who just want the key bullet points of the discussion. We really need to have more frank and free discussion of this in the country. Trump and the anti-Semistism (hate rhetoric and its violent consequences, like January 6, 2021) are not going away on their own. \n\nThanks for reading this far :)""}"
UgkxAGvUHkpPLOZ8GS-oLvjNyej-YKpdZMTD,Everyone,2023-11-22T01:16:22.558013+00:00,,,,,,,,,,,,,,,,,,,,,2023-11-22T01:16:22.558013+00:00,2023-11-22T01:16:22.558013+00:00,Text,,"{""text"":""Two podcasts worth listening to: Refuse Fascism and 2600 Off the Hook (when the boys are prepared that week - give or take).""}"
UgkxRYHs7wvBJ8U9iGzicvwS7mcdbuOfEGkA,Everyone,2023-10-16T16:29:47.525906+00:00,UgkxRYHs7wvBJ8U9iGzicvwS7mcdbuOfEGkA_image_1,710,0.230038 0 0.769962 1,1315,UgkxRYHs7wvBJ8U9iGzicvwS7mcdbuOfEGkA_image_2,1080,0.21875 0 0.78125 1,1920,UgkxRYHs7wvBJ8U9iGzicvwS7mcdbuOfEGkA_image_3,720,0.21875 0 0.78125 1,1280,,,,,,,,,2023-10-16T16:29:47.525906+00:00,2023-10-16T16:29:47.525906+00:00,Image,,"{""text"":""I have been more or less offline and not paying close attention to NPR and CNN news feeds. I had not realized how absolutely devastating the casualties are with the crisis in Israel. Here is a shocking first result from Google for information (first image). \n\nIt turns out that I sent some \""private\"" (ahem) emails to people I have corresponded with before about my traumatic experiences the last few years, with much elaboration and then some timely comments about the surge in coverage of non-specific \""AI\"" technology deployment. I have to put up with X (something indecipherable) Musk and his bullsh-t on my devices, above my apartment, in Tesla and red Range Rover traffic that surround me walking down the street to go to my closest public library. These men are not only high, but are of the type that are so domineering and controlling down to the minutia of my day-to-day life. Moreover, they think they can game me at the technical things I do so well at taking apart. Today, I'm going to start posting some screen record videos of absurd BS on my Android Go cell phone (second image). This device has me square-thingy-barcoded, all sorts of crazy settings, the ability to broadcast/receive frequencies of way too many promiscuous sorts, non-human-range frequency generation capabilities with the very bright LCD screen (Elktronics LED light strips: ELK-BLEDOM, his personality to use that naming convention instead of freedom), GPS satellite configuration and presumably control abilities if I had correct permissions on my own device (he cannot have been so stupid as to leave that on my device for the convenience of his desire to put me, in Illinois state USA, in the Ukraine via my GSM -- when did we get that in this country??? -- phone; al Qaeda have been known to pursue classified satellite operation software for decades; this man is a terrorist), and other apparent niche settings that are all too easy to tweak. Note that darkweb connections come with geographic location data about the node (in my experience). Also, QR codes are location based. Then should we get concerned with Android Go tagging every phone out of the box with a These videos are getting appended to the (AT)kevin playlist linked here: \n\n++ LINK: ""},{""text"":""https://www.youtube.com/watch?v=Rmmm4oraikM&list=PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC"",""videoLink"":{""externalVideoId"":""Rmmm4oraikM"",""externalPlaylistId"":""PLKuEX1pHu60ora2BpfYO6qsQENGbe02MC""}},{""text"":""\n\nREFERENCE POINTS ABOUT MY INCREASINGLY PISSY MOOD THIS MORNING:\n\nNote some personally identifying lines are omitted to protect the innocent. The gist of the messages is still contained below.\n\n++++ Email ONE:\n\nAre you living in the USA? I could use a reference point for your tolerance / day-to-day awareness and/or bullshit meter threshold with respect to discussion of American politics right now. I expect Europeans to have a different perspective, but unfortunately we do not get access to that bias here. One of the only times I recall anyone breaking form (as though in admission that what was clear to see going on around them is abnormal or wrong) when my cat and I were trapped in Bogota earlier this year speaks to that idea. A French nun wearing no face covering (in contrast to the not atypical sighting there of a Middle Eastern woman who had paid to enter and participate in a safari adventure) was overtly taking video of me outside from a window in an adjacent hotel.\n\nIf you are not familiar, the USA is deeply divided and (recently openly) erring towards the operation of a fascist state. This is to say that attitudes and behaviors that would have been considered to be far right, extremist ideology ten years ago has moved to the middle of the road (so to speak) all whilst a lot of good people seem to have gone missing in action as of recent. It's really like 1984 forty years after its tragic fruition under Regan's l\nnose (again, so to speak). All news outlets are dominated by parent companies or boards that are pro-Trump (read: pro-Nazi). There is very little dissemination of information nor coverage about anything life saving topical across all major news outlets. NPR radio recently comes closet to solid coverage. \n\nThe insurrection (the term by CNN to describe the extremist riots in DC and across the country) at Biden's inauguration in January of 2021 was a bloody siege lasting over a week. The worst of what really happened, like consequences of Trump's power to deploy the American military to suppress civilians in large cities and divert enough troops away from DC to counter an estimated 3M+ violent opposition to the democratic proceedings, is never touched on if ever only with much hesitation in whispered voices. There is a gruesome telltale artifact in the Chicago Roosevelt subway station for those who brought to my direct attention for me to go down to that location prepared to look closely. An a-bomb fallout sign of a vaporized (in black ash) human body into the concrete side wall can be seen clearly. Elon Musk has been spreading QANON type rhetoric about Tesla tunneling underground (pre Mars space venture attempt) to create moving caskets to circulate dead bodies beneath the crust of the Earth. The last year I was in Atlanta, he apparently bailed on the project as an expensive failed effort. In contrast to Republican zealotry and brain washed recitation of absurd ideology as absolute truth, I recognize (and take the hints) that, yes, this happened, but choose to qualify requisite questioning of the other side of the isle with there being an unknown variable which is when they did it? NPR radio makes quick mention (and they obviously do it intentionally) to Biden on television being an actor in a mask (hush, hush; wink, wink observant children). There have been some very strange videos broadcast the last few years of Biden using speech is very much unlike the charismatic leader we saw at the upbeat 2020 presidential election victory assembly beside Kamala Harris. Some people have pointed out to me this year that videos are being disseminated online of an attempted public address made during the insurrection by Kamala Harris starting with the line: Today is September 11, 2001 (i.e., the capitol seige was a terrorist attack). Why would our vice president have been the leader to address the nation in place of President (elect) Joe Biden?\n\nThe Refuse Fascism podcast provides good focused analysis (including mention of Musk's underlying modus operandi -- n.b., completely consistent with my personal experiences -- and the FBI, say at least Comey era and beyond, having a pronounced political bias). NPR has also made some mention of WWII era shortwave radio broadcasts by the Nazis to England and the USA through programming by Charlie and His Orchestra. There are references it which seem to have somehow skipped being passed on to the next generations as relevant historical context in Sandinista by The Clash and in samples from Big Audio Dynamite songs like V-Thirteen: Check out ""},{""text"":""https://m.youtube.com/watch?v=V_UDpOXPrqI"",""videoLink"":{""externalVideoId"":""V_UDpOXPrqI""}},{""text"":"". This important reference finally allows me to pin down and explicitly point to what it has always been about Trump's hateful mannerisms and speech patterns that made me take pause and speak out against him as a political candidate. I learned this week that Trump's father (daddy whom was a draft dodger) was an influential investor in South African apartheid.\n\n++++ Email TWO:\n\nHave you been paying attention to the sudden barrage of discussion about AI? Musk noted last month that there will be human rights issues, while Zuckerberg chills with honesty that Facebook will continue to profit off the technology deployment and that Congress should act to regulate away any risks to humans (this is reactive and never worked before). The term AI is never precisely defined, even in layman's terms. It certainly is not the CS research area reference point some might otherwise be inclined to assume without qualification of the use of the term. \n\nSome noteable people have signed a one sentence protest to planned AI (whatever it actually entails this year) insertions into daily life. Here is what it says: Mitigating the risk of extinction from AI should be a global priority alongside other societal risks such as pandemics and nuclear war.""}"
UgkxSPC-dG_TBflpYxj8pbunnWj9TvzL26mn,Everyone,2023-10-10T22:52:53.359651+00:00,,,,,,,,,,,,,,,,,,,,,2023-10-10T22:51:32.308942+00:00,2023-10-10T22:51:32.308942+00:00,Video,wBF-QY5zmyY,"{""text"":""Also mentioning this epic live performance of The Clash: \n++ LINK: ""},{""text"":""https://youtu.be/wBF-QY5zmyY?si=dtX444CtlyVP0TtV"",""videoLink"":{""externalVideoId"":""wBF-QY5zmyY""}},{""text"":"" [VIDEO ID wBF-QY5zmyY, SI dtX444CtlyVP0TtV]\n\nFollow-up summary clips featuring David Lee Roth with Van Halen opening his mouth to endorse the Apple / HornsHoovesAndPointyTailedWozTroll sponsored pre-8080-x86-vr-horrors musical fest:\n++ LINK: ""},{""text"":""https://youtu.be/vhpaSDYvwaE?si=vqKyTuDYwV-yvXA2"",""videoLink"":{""externalVideoId"":""vhpaSDYvwaE""}},{""text"":"" [VIDEO ID vhpaSDYvwaE, SI vqKyTuDYwV-yvXA2]\n\nCan we go back to software based multicore with 4X 733Mhz PIII chips like the first generation Microsoft Xbox I bought to run Linux for my mom on her big screen TV in 2003 (GPUs were/are awesome in cluster)? The Quantum/Fireball HDD bearing P4 right as Napster hit big in suburbia had MMX extensions with a 160W AC power supply for 1998. i8 Core desktops now have strange CPU cooling dongles and 85W power supplies. Also, someone from CS@UCSB bragged about Intel execs freaking about breakout opcodes (the password) for emulators and essentially reflashable FPGA ISAs for their hardware (ARM, similarly). I do not like the technology missing AMD Athlon machines put together by hand with screwdrivers and ThinkGeek sourced MEGA caffeine. Why are technical novices (of the simplistic first order classifier TYPE) so cocky with access to anything/anyone on this planet daddy's 1980's cocaine excess of a bitcoin wallet will fund when they are not skilled enough to build nor understand how the internals actually work? I suppose thirty-something teenage me is going to stay pissed off in life.""}"
UgkxKfD75VepYfzKAlCdbqr0sloAvp2zfAxc,Everyone,2023-10-10T22:23:51.071035+00:00,UgkxKfD75VepYfzKAlCdbqr0sloAvp2zfAxc_image,621,0.221774 0 0.778226 1,1116,,,,,,,,,,,,,,,,,2023-10-10T22:22:47.705985+00:00,2023-10-10T22:22:47.705985+00:00,Image,,"{""text"":""So, wrapping up for the afternoon...\n\nOn my annotation of of God being a woman in the form of: Look up, look down, and ask yourself where you're going? Some (these, we know pretty well) men look up, look down and call me a bitch. BTW: Only the arrogance of men (man, and the most toxically masculine of them) would assert that God is a patriarch. God, from the heavens looking down beneath impregnates a mortal woman to give birth to his son? More likely, we think, God took human form as a woman to go through the labor herself. Note, that the Torah (that is in the first five of the Christian Bible) states that God is neither man nor woman with a name that we humans would be unable to speak nor understand. The personification of our supreme deity as human like is very shallow, really. I personally believe she's here (on Earth) over all this. I suppose we shall all get to see whom ends up where and what turns out.""}"
UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2,Everyone,2023-10-10T22:15:36.535223+00:00,UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2_image_1,1080,0.21875 0 0.78125 1,1920,UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2_image_2,1080,0.21875 0 0.78125 1,1920,UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2_image_3,621,0.208177 0 0.791823 1,1064,UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2_image_4,1520,0 0.263158 1 0.736842,720,UgkxHmcX5Wg5hGGNbSK5tttw2hO-EFavG8d2_image_5,1520,0 0.263158 1 0.736842,720,2023-10-10T22:15:36.535223+00:00,2023-10-10T22:15:36.535223+00:00,Image,,"{""text"":""What does the term 'billionaire' really refer to in far right circles? Well, my likely close inference based on the back of a Crayola crayon box the day I had a court data with Todd (Toe) / Hitler colors and facial hair to get out of prison with Geraldo Rivera laughing satanically awkward at me acting as my attorney is about genocide: a solar / star stunning 3B wax crayons (women) and 700M markers (men) turned into 'renewable energy'. Kind of like a 'foundation' in the sense of 1950's era and beyond Gringo Jones insults to many construction workers. Note that Melinda Gates stated publicly she wouldn't give her half of the pre-divorce estate to 'charity' (up is down, east is west -- in Alice in Wonderland -- about Satanism). Good for her. I still have unresolved questions on how to interpret Jeff-Bezos-moon-launch and Chernobyl-esque-Ukraine-green-screen-nuclear-power-plant-live-bombing-coverage with (Miss) Anderson (Vanderbilt) Cooper and the horrified Sanjay Gupta towards Bill Gates on pandemic CNN about vaccines likened to mosquito net coverage in Africa. \n\nIncidentally, the data structure of nested circles (as in: to which maximal circle of Hell do you belong in Facebook) can be justified by the CEO/founder as reasonable by his preferred model. And he paid a Microsoft Research scholar to find him the optimal way to get it done given the design decision. \n\n---- TODO list plus plus: ---- \n\n++ My father's way of explaining the meaning of the word no (right to choose in that sense) to men that raped his Vietnam girlfriends in Thailand. It involved a demolitions expert, plastic explosives, disorienting drugs to let them wake up wondering how they got there, and a 30-minute timer to countdown their decision on whether to cut their own testicles off, or otherwise, lose everything. My mother's intelligence and my father's personality -- the best of both worlds, they remark.\n\n++ Also, insider conversations about why (KING OF, not just KING) all media, Howard Stern, hates Trump as of 2020. Flattery to the Trumpster. Met by him retorting back to the admirer, for her to look around at all the beautiful women in the room; he wouldn't even let her suck his dick. Then he pins her down. The secret service may have been guarding the doors to the penthouse suite. I didn't ask explicitly... Note to New Jersey: The charges involving the pornographic actress, Stormey Daniels, are about writing Al Capone up over the rise of Nazism in America (USA proper). Children (kids), they lie, if you let them!\n\n++ Some overworked pre-law student interning in a congressional office (near Stanford, maybe?) might be able to find a snippet to reconcile what this last image gallery link is about. Ladies and gentlemen, the FCC may not have an opinion at the time. Whom else was watching me covertly on that badly hacked Moto cell phone while the SMS exchange went down? Perhaps some red haired snowboarder named Jason Zych? Minimally, definitely, yes:\n++ LINK: ""},{""text"":""https://postimg.cc/gallery/ZfgjP78"",""link"":{""linkUrl"":""https://postimg.cc/gallery/ZfgjP78""}},{""text"":"" (LINK DESCRIPTION: PostImg-cc-gallery-ZfgjP78)""}"
UgkxGUxqefMvlxujGLwKII127RJgBvu35s-w,Everyone,2023-10-10T21:37:37.695694+00:00,UgkxGUxqefMvlxujGLwKII127RJgBvu35s-w_image,615,0.242893 0 0.757107 1,1196,,,,,,,,,,,,,,,,,2023-10-10T21:37:37.695694+00:00,2023-10-10T21:37:37.695694+00:00,Image,,
